FISCAL_YEAR,QUARTER,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,COMPLETED_50TH_PERCENTILE,COMPLETED_90TH_PERCENTILE
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Other Joint Reconstruction,<5,<5,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Other Orthopaedic Surgery,8,6,2.4,8.4
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Rectal Surgery,<5,<5,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Shoulder Surgery,22,6,14.4,28.3
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Skin Tumour Removal,24,52,2.1,3.7
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Tendon Surgery,<5,<5,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Tonsillectomy/Adenoidectomy,27,9,15.0,33.6
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Uterine Surgery,45,14,7.1,9.9
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Vaginal Repair,6,0,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Varicose Veins Ligation/Stripping,<5,<5,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Vascular Surgery - Other,<5,<5,,
2021/22,Q3,Northern,G.R. Baker Memorial Hospital,Wound/Laceration Care,6,0,,
2021/22,Q3,Northern,Kitimat General Hospital,Abdominoplasty,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,All Other Procedures,<5,9,1.4,2.8
2021/22,Q3,Northern,Kitimat General Hospital,All Procedures,67,171,1.9,5.2
2021/22,Q3,Northern,Kitimat General Hospital,Breast Reconstruction,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Breast Reduction,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Cholecystectomy,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Cyst/Ganglion Removal,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Dental Surgery,<5,22,2.8,5.6
2021/22,Q3,Northern,Kitimat General Hospital,Examination Under Anaesthetic,<5,0,,
2021/22,Q3,Northern,Kitimat General Hospital,Hand/Wrist Surgery,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Hernia Repair - Abdominal,<5,5,1.7,4.0
2021/22,Q3,Northern,Kitimat General Hospital,Hip Replacement,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Knee - ACL Repair,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Knee Arthroscopy,<5,9,1.7,2.5
2021/22,Q3,Northern,Kitimat General Hospital,Knee Replacement,11,9,6.6,9.0
2021/22,Q3,Northern,Kitimat General Hospital,Other Orthopaedic Surgery,9,34,1.6,3.7
2021/22,Q3,Northern,Kitimat General Hospital,Rectal Surgery,<5,0,,
2021/22,Q3,Northern,Kitimat General Hospital,Shoulder Surgery,<5,<5,,
2021/22,Q3,Northern,Kitimat General Hospital,Skin Tumour Removal,9,32,0.8,2.8
2021/22,Q3,Northern,Kitimat General Hospital,Tonsillectomy/Adenoidectomy,6,8,2.4,6.2
2021/22,Q3,Northern,Kitimat General Hospital,Varicose Veins Ligation/Stripping,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Abdominoplasty,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,All Other Procedures,5,8,6.4,10.0
2021/22,Q3,Northern,Mills Memorial Hospital,All Procedures,449,639,5.6,19.0
2021/22,Q3,Northern,Mills Memorial Hospital,Bladder Surgery,5,17,4.0,20.5
2021/22,Q3,Northern,Mills Memorial Hospital,Bowel Resection,6,8,3.6,7.9
2021/22,Q3,Northern,Mills Memorial Hospital,Breast Biopsy,<5,8,2.0,3.8
2021/22,Q3,Northern,Mills Memorial Hospital,Breast Reconstruction,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Breast Reduction,12,8,2.4,10.3
2021/22,Q3,Northern,Mills Memorial Hospital,Cataract Surgery,112,239,6.0,20.3
2021/22,Q3,Northern,Mills Memorial Hospital,Cholecystectomy,10,10,5.6,10.3
2021/22,Q3,Northern,Mills Memorial Hospital,Colostomy/Ileostomy,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Cyst/Ganglion Removal,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,D&C and Related Surgery,8,17,5.9,10.8
2021/22,Q3,Northern,Mills Memorial Hospital,Dental Surgery,34,64,7.1,14.8
2021/22,Q3,Northern,Mills Memorial Hospital,Examination Under Anaesthetic,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Excision Lesion/Tumour,<5,7,1.4,15.8
2021/22,Q3,Northern,Mills Memorial Hospital,Fallopian Tube/Ovarian Surgery,7,6,5.0,15.5
2021/22,Q3,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Hernia Repair - Abdominal,18,15,5.7,18.5
2021/22,Q3,Northern,Mills Memorial Hospital,Kidney/Bladder Stone Removal,6,13,4.1,16.2
2021/22,Q3,Northern,Mills Memorial Hospital,Laparotomy,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Ligament Surgery,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Male Reproductive Surgery,31,11,23.0,41.9
2021/22,Q3,Northern,Mills Memorial Hospital,Mastectomy,<5,15,2.0,6.2
2021/22,Q3,Northern,Mills Memorial Hospital,Myringotomy,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Nasal Surgery,11,22,3.7,11.6
2021/22,Q3,Northern,Mills Memorial Hospital,Nerve Surgery,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Other Eye Surgery,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Other Joint Reconstruction,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Other Orthopaedic Surgery,<5,14,5.1,10.8
2021/22,Q3,Northern,Mills Memorial Hospital,Other Urology Surgery,97,77,6.4,17.2
2021/22,Q3,Northern,Mills Memorial Hospital,Prostate Surgery,10,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Rectal Surgery,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Skin Tumour Removal,5,19,2.7,14.3
2021/22,Q3,Northern,Mills Memorial Hospital,Tonsillectomy/Adenoidectomy,5,10,2.7,4.3
2021/22,Q3,Northern,Mills Memorial Hospital,Tympanoplasty,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Uterine Surgery,24,18,10.8,18.7
2021/22,Q3,Northern,Mills Memorial Hospital,Vaginal Repair,<5,<5,,
2021/22,Q3,Northern,Mills Memorial Hospital,Vascular Surgery - Other,<5,0,,
2021/22,Q3,Northern,Mills Memorial Hospital,Wound/Laceration Care,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,All Other Procedures,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,All Procedures,112,136,2.5,10.1
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Bladder Surgery,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Breast Reduction,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Cholecystectomy,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,D&C and Related Surgery,<5,6,2.1,4.6
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Dental Surgery,16,37,2.0,4.2
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Excision Lesion/Tumour,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Fallopian Tube/Ovarian Surgery,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Foot/Ankle Surgery,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Fracture Repair,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Hand/Wrist Surgery,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Hernia Repair - Abdominal,11,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Hernia Repair - Hiatal,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Hip Replacement,7,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Knee Arthroscopy,<5,8,1.4,3.3
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Knee Replacement,11,9,6.7,9.2
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Laparotomy,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Male Reproductive Surgery,<5,0,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Nasal Surgery,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Nerve Surgery,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Other Joint Reconstruction,9,12,9.3,25.4
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Other Orthopaedic Surgery,14,27,4.1,10.1
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Shoulder Surgery,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Skin Tumour Removal,<5,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Tendon Surgery,6,<5,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Tonsillectomy/Adenoidectomy,<5,8,1.1,1.4
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Uterine Surgery,<5,6,,
2021/22,Q3,Northern,Prince Rupert Regional Hospital,Varicose Veins Ligation/Stripping,<5,0,,
2021/22,Q3,Northern,St. John Hospital,All Procedures,195,150,7.0,16.9
2021/22,Q3,Northern,St. John Hospital,Appendectomy,<5,0,,
2021/22,Q3,Northern,St. John Hospital,Breast Reconstruction,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Cyst/Ganglion Removal,8,10,8.7,14.0
2021/22,Q3,Northern,St. John Hospital,Dental Surgery,22,17,10.0,16.3
2021/22,Q3,Northern,St. John Hospital,Excision Lesion/Tumour,<5,0,,
2021/22,Q3,Northern,St. John Hospital,Fallopian Tube/Ovarian Surgery,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Foot/Ankle Surgery,5,<5,,
2021/22,Q3,Northern,St. John Hospital,Foreign Body Removal Surgery,<5,0,,
2021/22,Q3,Northern,St. John Hospital,Hand/Wrist Surgery,9,11,6.9,11.4
2021/22,Q3,Northern,St. John Hospital,Hernia Repair - Abdominal,15,13,6.9,8.3
2021/22,Q3,Northern,St. John Hospital,Knee - ACL Repair,8,<5,,
2021/22,Q3,Northern,St. John Hospital,Knee - Meniscectomy,8,8,3.6,7.3
2021/22,Q3,Northern,St. John Hospital,Knee Arthroscopy,5,8,7.0,18.6
2021/22,Q3,Northern,St. John Hospital,Ligament Surgery,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Male Reproductive Surgery,6,9,5.9,14.2
2021/22,Q3,Northern,St. John Hospital,Myringotomy,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Nasal Surgery,14,<5,,
2021/22,Q3,Northern,St. John Hospital,Nerve Surgery,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Other Joint Reconstruction,10,5,8.4,14.4
2021/22,Q3,Northern,St. John Hospital,Other Orthopaedic Surgery,13,18,8.7,11.4
2021/22,Q3,Northern,St. John Hospital,Rectal Surgery,9,<5,,
2021/22,Q3,Northern,St. John Hospital,Skin Tumour Removal,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Tendon Surgery,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Tonsillectomy/Adenoidectomy,37,<5,,
2021/22,Q3,Northern,St. John Hospital,Uterine Surgery,<5,<5,,
2021/22,Q3,Northern,St. John Hospital,Vascular Surgery - Other,<5,7,1.3,3.0
2021/22,Q3,Northern,St. John Hospital,Wound/Laceration Care,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,All Other Procedures,61,38,7.6,19.9
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,All Procedures,"4,121",976,11.1,29.1
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Aortic Aneurysm Repair,10,6,11.0,24.4
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Appendectomy,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Biopsy in OR,7,16,4.8,7.4
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Bladder Surgery,22,35,5.4,15.8
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Bowel Resection,23,18,5.4,7.9
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Breast Biopsy,6,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Breast Reconstruction,6,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Breast Reduction,33,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,CSF Drainage,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Cataract Surgery,658,369,11.9,22.5
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Cholecystectomy,90,14,11.1,24.5
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Colostomy/Ileostomy,16,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Cyst/Ganglion Removal,9,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,D&C and Related Surgery,67,32,9.1,28.9
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Dental Surgery,103,20,12.9,29.7
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Endarterectomy,18,7,7.1,30.7
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Esophagectomy,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Examination Under Anaesthetic,12,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Excision Gynecomastia,<5,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Excision Lesion/Tumour,34,14,6.4,30.4
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Facial Bone Reconstruction,38,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Fallopian Tube/Ovarian Surgery,83,17,26.0,40.2
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Fistula Repair - Non Vascular,11,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Foot/Ankle Surgery,7,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Fracture Repair,11,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Free Flap Graft,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Hand/Wrist Surgery,15,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Abdominal,171,17,14.3,23.0
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Hernia Repair - Hiatal,7,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Hip Replacement,419,28,38.7,79.8
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Kidney/Bladder Stone Removal,5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Knee - ACL Repair,35,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Knee - Meniscectomy,32,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Knee Arthroscopy,32,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Knee Replacement,"1,032",34,62.0,100.9
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Laparoscopy,<5,6,10.7,22.8
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Laparotomy,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Lens & Vitreous (non-cataract) Surgery,<5,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Ligament Surgery,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Male Reproductive Surgery,32,8,5.7,7.4
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Mastectomy,15,24,3.7,6.2
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Nasal Surgery,97,7,15.0,23.2
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Nerve Surgery,10,6,8.4,18.1
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Oral Cavity & Pharynx Surgery,7,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Other Eye Surgery,27,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Other Joint Reconstruction,61,8,9.4,45.8
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Other Orthopaedic Surgery,121,23,6.6,19.7
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Other Urology Surgery,33,23,5.9,14.5
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Parotidectomy,12,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Prostate Surgery,43,25,7.0,20.1
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Rectal Surgery,15,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Shoulder Surgery,190,20,16.5,41.6
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Skin Surgery,6,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Skin Tumour Removal,24,17,3.6,8.8
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Spinal/Back Surgery,<5,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Tendon Surgery,18,6,17.0,27.7
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Thyroidectomy,12,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Tonsillectomy/Adenoidectomy,<5,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Uterine Surgery,235,57,15.6,56.6
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Vaginal Repair,36,8,18.0,43.5
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Varicose Veins Ligation/Stripping,<5,0,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Vascular Bypass Graft - Non Cardiac,9,<5,,
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Vascular Surgery - Other,17,6,18.8,32.6
2021/22,Q3,Northern,The University Hospital Of Northern British Columbia,Wound/Laceration Care,7,5,5.0,15.7
2021/22,Q3,Northern,Wrinch Memorial Hospital,All Procedures,13,29,1.9,8.9
2021/22,Q3,Northern,Wrinch Memorial Hospital,Dental Surgery,12,23,1.6,8.5
2021/22,Q3,Northern,Wrinch Memorial Hospital,Skin Tumour Removal,<5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,All Other Procedures,149,286,1.4,10.2
2021/22,Q3,Provincial Health Services Authority,All Facilities,All Procedures,"2,673","2,476",4.7,25.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Biopsy in OR,7,30,0.9,3.1
2021/22,Q3,Provincial Health Services Authority,All Facilities,Breast Biopsy,<5,30,1.7,2.9
2021/22,Q3,Provincial Health Services Authority,All Facilities,Breast Reconstruction,12,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,CSF Drainage,10,5,0.3,0.8
2021/22,Q3,Provincial Health Services Authority,All Facilities,Cholecystectomy,<5,6,0.8,4.6
2021/22,Q3,Provincial Health Services Authority,All Facilities,Cone Biopsy,<5,5,2.3,7.9
2021/22,Q3,Provincial Health Services Authority,All Facilities,Cranial Surgery,6,26,2.9,8.4
2021/22,Q3,Provincial Health Services Authority,All Facilities,Cyst/Ganglion Removal,16,19,3.4,34.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,D&C and Related Surgery,91,211,0.9,11.4
2021/22,Q3,Provincial Health Services Authority,All Facilities,Dental Surgery,370,264,18.5,28.6
2021/22,Q3,Provincial Health Services Authority,All Facilities,Examination Under Anaesthetic,39,55,3.6,12.3
2021/22,Q3,Provincial Health Services Authority,All Facilities,Excision Gynecomastia,10,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Excision Lesion/Tumour,19,27,3.4,16.1
2021/22,Q3,Provincial Health Services Authority,All Facilities,Facial Bone Reconstruction,<5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Fallopian Tube/Ovarian Surgery,79,74,8.6,26.5
2021/22,Q3,Provincial Health Services Authority,All Facilities,Foot/Ankle Surgery,<5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Foreign Body Removal Surgery,15,15,1.1,10.8
2021/22,Q3,Provincial Health Services Authority,All Facilities,Fracture Repair,15,18,11.2,31.7
2021/22,Q3,Provincial Health Services Authority,All Facilities,Gastrostomy/Jejunostomy,18,25,0.9,2.8
2021/22,Q3,Provincial Health Services Authority,All Facilities,Hernia Repair - Abdominal,25,50,3.6,20.9
2021/22,Q3,Provincial Health Services Authority,All Facilities,Hernia Repair - Hiatal,<5,0,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Knee - ACL Repair,27,13,11.9,23.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Knee - Meniscectomy,<5,7,8.1,26.5
2021/22,Q3,Provincial Health Services Authority,All Facilities,Knee Arthroscopy,22,8,6.1,29.9
2021/22,Q3,Provincial Health Services Authority,All Facilities,Laparoscopy,16,9,8.3,15.2
2021/22,Q3,Provincial Health Services Authority,All Facilities,Laparotomy,<5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Lens & Vitreous (non-cataract) Surgery,7,21,4.4,11.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Ligament Surgery,<5,0,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Male Reproductive Surgery,118,59,6.9,25.2
2021/22,Q3,Provincial Health Services Authority,All Facilities,Mastectomy,<5,7,1.7,2.4
2021/22,Q3,Provincial Health Services Authority,All Facilities,Myringotomy,42,23,4.0,9.5
2021/22,Q3,Provincial Health Services Authority,All Facilities,Nasal Surgery,13,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Nerve Surgery,<5,8,1.1,15.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Oral Cavity & Pharynx Surgery,17,14,4.5,12.8
2021/22,Q3,Provincial Health Services Authority,All Facilities,Other Ear Surgery,33,10,26.2,96.9
2021/22,Q3,Provincial Health Services Authority,All Facilities,Other Eye Surgery,194,112,12.8,26.1
2021/22,Q3,Provincial Health Services Authority,All Facilities,Other Joint Reconstruction,25,10,31.8,47.3
2021/22,Q3,Provincial Health Services Authority,All Facilities,Other Orthopaedic Surgery,211,106,9.7,37.5
2021/22,Q3,Provincial Health Services Authority,All Facilities,Other Urology Surgery,155,81,4.1,25.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Rectal Surgery,5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Scope of Chest,<5,5,1.0,4.5
2021/22,Q3,Provincial Health Services Authority,All Facilities,Shoulder Surgery,8,0,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Sinus Surgery,<5,<5,,
2021/22,Q3,Provincial Health Services Authority,All Facilities,Skin Surgery,61,29,18.0,21.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Skin Tumour Removal,68,79,3.0,29.0
2021/22,Q3,Provincial Health Services Authority,All Facilities,Spinal/Back Surgery,218,38,7.6,68.4
2021/22,Q3,Provincial Health Services Authority,All Facilities,Tendon Surgery,11,10,8.3,21.4
2021/22,Q3,Provincial Health Services Authority,All Facilities,Tonsillectomy/Adenoidectomy,44,15,6.6,17.1
